"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","superphylum","phylum","subphylum","class","subclass","order","below_order","below_below_order","suborder","family","below_family","subtribe","genus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies"
"1280","1279","species","Staphylococcus aureus","1","131567","2","","","","1239","","91061","","1385","","","","90964","","","1279","","","1280","","","",""
"29388","1279","species","Staphylococcus capitis","1","131567","2","","","","1239","","91061","","1385","","","","90964","","","1279","","","29388","","","",""
"1282","1279","species","Staphylococcus epidermidis","1","131567","2","","","","1239","","91061","","1385","","","","90964","","","1279","","","1282","","","",""
"1283","1279","species","Staphylococcus haemolyticus","1","131567","2","","","","1239","","91061","","1385","","","","90964","","","1279","","","1283","","","",""
"1290","1279","species","Staphylococcus hominis","1","131567","2","","","","1239","","91061","","1385","","","","90964","","","1279","","","1290","","","",""
"28035","1279","species","Staphylococcus lugdunensis","1","131567","2","","","","1239","","91061","","1385","","","","90964","","","1279","","","28035","","","",""
"1292","1279","species","Staphylococcus warneri","1","131567","2","","","","1239","","91061","","1385","","","","90964","","","1279","","","1292","","","",""
"1311","1301","species","Streptococcus agalactiae","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","1311","","","",""
"1328","671232","species","Streptococcus anginosus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","671232","","1328","","","",""
"76860","671232","species","Streptococcus constellatus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","671232","","76860","","","",""
"1334","119603","species","Streptococcus dysgalactiae","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","119603","","1334","","","",""
"1335","1301","species","Streptococcus equinus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","1335","","","",""
"315405","1301","species","Streptococcus gallolyticus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","315405","","","",""
"1338","671232","species","Streptococcus intermedius","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","671232","","1338","","","",""
"28037","1301","species","Streptococcus mitis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","28037","","","",""
"1309","1301","species","Streptococcus mutans","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","1309","","","",""
"1303","1301","species","Streptococcus oralis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","1303","","","",""
"1318","1301","species","Streptococcus parasanguinis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","1318","","","",""
"1304","1301","species","Streptococcus salivarius","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","1304","","","",""
"1305","1301","species","Streptococcus sanguinis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","1305","","","",""
"1308","1301","species","Streptococcus thermophilus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","1308","","","",""
"293545","40544","species","Sutterella morbirenis","1","131567","2","","","","1224","","28216","","80840","","","","995019","","","40544","","","293545","","","",""
"234908","40544","species","Sutterella stercoricanis","1","131567","2","","","","1224","","28216","","80840","","","","995019","","","40544","","","234908","","","",""
"40545","40544","species","Sutterella wadsworthensis","1","131567","2","","","","1224","","28216","","80840","","","","995019","","","40544","","","40545","","","",""
"217202","217201","species","Terrahaemophilus aromaticivorans","1","131567","2","","","","1224","","1236","","135625","","","","712","","","217201","","","217202","","","",""
"134821","2129","species","Ureaplasma parvum","1","131567","2","","","","544448","","31969","","2085","","","","2092","","","2129","","","134821","","","",""
"2130","2129","species","Ureaplasma urealyticum","1","131567","2","","","","544448","","31969","","2085","","","","2092","","","2129","","","2130","","","",""
"184870","184869","species","Varibaculum cambriense","1","131567","2","","","","201174","","1760","85003","2037","","","85005","2049","","","184869","","","184870","","","",""
"39777","29465","species","Veillonella atypica","1","131567","2","","","","1239","","909932","","909929","","","","31977","","","29465","","","39777","","","",""
"187328","29465","species","Veillonella montpellierensis","1","131567","2","","","","1239","","909932","","909929","","","","31977","","","29465","","","187328","","","",""
"29466","29465","species","Veillonella parvula","1","131567","2","","","","1239","","909932","","909929","","","","31977","","","29465","","","29466","","","",""
"1249","46255","species","Weissella paramesenteroides","1","131567","2","","","","1239","","91061","","186826","","","","81850","","","46255","","","1249","","","",""
"187101","168808","species","[Leptotrichia] amnionii","1","131567","2","","","","32066","","203490","","203491","","","","203492","","","168808","","","187101","","","",""
"239137","95818","species","candidate division TM7 genomosp. P1","1","131567","2","2323","95818","","","","","","","","","","","","","","","","239137","","","",""
"591001","905","below_species","Acidaminococcus fermentans DSM 20731","1","131567","2","","","","1239","","909932","","909929","","","","909930","","","904","","","905","591001","","",""
"525919","33034","below_species","Anaerococcus prevotii DSM 20548","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","","165779","","","33034","525919","","",""
"521095","1382","below_species","Atopobium parvulum DSM 20469","1","131567","2","","","","201174","","1760","84998","84999","","","255727","84107","","","1380","","","1382","521095","","",""
"295405","817","below_species","Bacteroides fragilis YCH46","1","131567","2","","","68336","976","","200643","","171549","","","","815","","","816","","","817","295405","","",""
"435590","821","below_species","Bacteroides vulgatus ATCC 8482","1","131567","2","","","68336","976","","200643","","171549","","","","815","","","816","","","821","435590","","",""
"401473","1689","below_species","Bifidobacterium dentium Bd1","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","","1678","","","1689","401473","","",""
"1682","216816","below_species","Bifidobacterium longum subsp. infantis","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","","1678","","","216816","1682","","",""
"1679","216816","below_species","Bifidobacterium longum subsp. longum","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","","1678","","","216816","1679","","",""
"595495","562","below_species","Escherichia coli KO11FL","1","131567","2","","","","1224","","1236","","91347","","","","543","","","561","","","562","595495","","",""
"553190","2702","below_species","Gardnerella vaginalis 409-05","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","","2701","","","2702","553190","","",""
"281310","727","below_species","Haemophilus influenzae 86-028NP","1","131567","2","","","","1224","","1236","","135625","","","","712","","","724","","","727","281310","","",""
"548479","2051","below_species","Mobiluncus curtisii ATCC 43063","1","131567","2","","","","201174","","1760","85003","2037","","","85005","2049","279916","","2050","","","2051","548479","","",""
"553174","28132","below_species","Prevotella melaninogenica ATCC 25845","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","","838","","","28132","553174","","",""
"657313","33039","below_species","Ruminococcus torques L2-14","1","131567","2","","","","1239","","186801","","186802","","","","541000","","","1263","","","33039","657313","","",""
"95664","2130","below_species","Ureaplasma urealyticum serovar 10","1","131567","2","","","","544448","","31969","","2085","","","","2092","","","2129","","","2130","95664","","",""
"479436","29466","below_species","Veillonella parvula DSM 2008","1","131567","2","","","","1239","","909932","","909929","","","","31977","","","29465","","","29466","479436","","",""
"565040","1682","below_below_species","Bifidobacterium longum subsp. infantis 157F","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","","1678","","","216816","1682","565040","",""
"565575","95664","below_below_species","Ureaplasma urealyticum serovar 10 str. ATCC 33699","1","131567","2","","","","544448","","31969","","2085","","","","2092","","","2129","","","2130","95664","565575","",""
"29318","33007","subspecies","Actinomyces neuii subsp. anitratus","1","131567","2","","","","201174","","1760","85003","2037","","","85005","2049","","","1654","","","33007","","","29318",""
"143387","859","subspecies","Fusobacterium necrophorum subsp. funduliforme","1","131567","2","","","","32066","","203490","","203491","","","","203492","","","848","","","859","","","143387",""
"119602","1334","subspecies","Streptococcus dysgalactiae subsp. equisimilis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","119603","","1334","","","119602",""
"53354","315405","subspecies","Streptococcus gallolyticus subsp. gallolyticus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","315405","","","53354",""
"663954","119602","below_subspecies","Streptococcus dysgalactiae subsp. equisimilis ATCC 12394","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","119603","","1334","","","119602","663954"
"637909","53354","below_subspecies","Streptococcus gallolyticus UCN34","1","131567","2","","","","1239","","91061","","186826","","","","1300","","","1301","","","315405","","","53354","637909"
