	H1f_1	H1f_2	H2f_1	H2f_2	H3f_1	H3f_2	H4m_1	H4m_2	H5m_1	H5m_2	H6m_1	H6m_2	P1f_1	P1f_2	P1f_3	P1f_4	P2f_1s	P2f_2s	P2f_3s	P2f_4s	P3m_1	P3m_2	P3m_3	P3m_4	P4m_1	P4m_2	P4m_3	P4m_4	P5m_1	P5m_2	P5m_3	P5m_4	P6m_1	P6m_2	P6m_3	P6m_4	P7m_1	P7m_2	P7m_3	P7m_4	P8m_1	P8m_2	P8m_3	P8m_4	P9m_1	P9m_2	P9m_3	P9m_4	P10m_1	P10m_2	P10m_3	P10m_4
P3m_2	0.989358271525	0.999035796071	0.985281989469	0.980539947924	0.955639172195	0.956029744585	0.988555387605	0.980181268882	0.976001684092	0.974700204738	0.959313921021	0.880632759816	0.986288624455	0.995756848999	0.98941190955	0.99359923573	0.969512478505	0.97134092901	0.967448902347	0.994138854336	0.39127045986	0.0	0.604648588821	0.498573608439	0.939291736931	0.944226343577	0.913805914698	0.943572765222	0.979359856416	0.977151120752	0.976061776062	0.976002629849	0.947963359969	0.949827341052	0.948791234965	0.96165343779	0.95862764884	0.982289416847	0.97733127254	0.968953687822	0.959915952804	0.975073313783	0.97497700092	0.968032497351	0.964601769912	0.961562617762	0.973626773372	0.98103293605	0.994942448552	0.994514966306	0.994773869347	0.990747879722
P3m_3	0.963421730817	0.976521080535	0.943202495451	0.95597440045	0.888111888112	0.891958670261	0.904354675369	0.883037974684	0.861919861632	0.886925795053	0.846628624665	0.788019623031	0.91978449566	0.937109869996	0.930476825609	0.960311284047	0.923280673541	0.925952327913	0.912489851728	0.978578714723	0.57012153489	0.604648588821	0.0	0.728670567424	0.900904910251	0.900171135197	0.855838841675	0.898660986001	0.867215972112	0.889602446483	0.918002081165	0.84795936241	0.821786183878	0.834441980783	0.868611318873	0.857602401887	0.952336819807	0.979608707633	0.944433445522	0.922197607444	0.830350997935	0.943711867743	0.85652173913	0.933875239748	0.916406437665	0.919325072502	0.931268242162	0.94970783271	0.907148652303	0.884394930169	0.864020887728	0.89852700491
P3m_4	0.986051917861	0.990401146132	0.987585176888	0.990423063632	0.963963963964	0.968946593495	0.96743718593	0.95551729086	0.954303505072	0.961528517503	0.926589694985	0.890849976777	0.972780248428	0.977619308832	0.977489177489	0.984585307166	0.96983075791	0.969876768599	0.966984817092	0.99378460843	0.588952922685	0.498573608439	0.728670567424	0.0	0.973863369591	0.974406130268	0.95819883796	0.975574940523	0.972305449834	0.980919065034	0.979157059854	0.972248233592	0.932182103611	0.935134438068	0.936699857752	0.958344181203	0.974100507689	0.980647562337	0.970081638431	0.963285804999	0.967932489451	0.977515963666	0.980356821049	0.95208100312	0.944722918407	0.953904873752	0.960141665166	0.960035732757	0.98575681513	0.987299864315	0.985140587972	0.980572933816
P4m_1	0.983976261128	0.997334666	0.981438859604	0.982601626016	0.935682254965	0.938439513243	0.970149253731	0.913392409296	0.864681776365	0.90036900369	0.894067518846	0.903484859648	0.966348540851	0.973179286156	0.965478186019	0.996137546269	0.980544139832	0.98479976615	0.97169986967	0.997651594036	0.998149518875	0.939291736931	0.900904910251	0.973863369591	0.0	0.210288631455	0.374971815107	0.204384268214	0.461293260474	0.489720839645	0.867636867637	0.549340369393	0.871234939759	0.717690677966	0.757496313289	0.682462535439	0.964501242457	0.981018119068	0.976424361493	0.96754217382	0.681993321346	0.901328273245	0.784781916587	0.982281284607	0.971593569533	0.972119287101	0.977246609975	0.978515625	0.994331807281	0.887848681697	0.932601880878	0.986638033882
P4m_2	0.984009247664	0.997449792796	0.97365356623	0.98090844006	0.934621099554	0.949558985667	0.980107749689	0.928982725528	0.877167157344	0.912983781001	0.901326806647	0.905518636232	0.971083813458	0.976295844143	0.968671679198	0.995664128596	0.978557504873	0.980477953551	0.974166858194	0.996960887949	0.998237885463	0.944226343577	0.900171135197	0.974406130268	0.210288631455	0.0	0.414789630259	0.217709179529	0.426549431696	0.445625511038	0.881533101045	0.561684314208	0.85435125622	0.687843538285	0.752117979291	0.671529044022	0.955969517358	0.981208704613	0.976305072195	0.967624779496	0.702689721422	0.905039324206	0.801875732708	0.978496935813	0.956873315364	0.95789828225	0.967680820238	0.974232496503	0.979883536263	0.855666263153	0.9174971616	0.957866427611
P4m_3	0.978607425692	0.987891737892	0.941446262039	0.947620246789	0.915610676732	0.930281903607	0.93861115332	0.863067572399	0.849092480553	0.890495679854	0.86252354049	0.868800242682	0.949830890643	0.958212725646	0.955362906945	0.99200175304	0.973561265661	0.978747703461	0.957055505522	0.996424581006	0.988439306358	0.913805914698	0.855838841675	0.95819883796	0.374971815107	0.414789630259	0.0	0.34833567745	0.658926342072	0.666036844591	0.831132452981	0.59800176315	0.782350613376	0.663084438241	0.693491952414	0.664957264957	0.942443300934	0.965023044384	0.937884330972	0.911348702528	0.699372504278	0.87027027027	0.746550472041	0.970149253731	0.923588039867	0.92196969697	0.943716175586	0.95497098646	0.961078866507	0.899017954568	0.889668455083	0.909568874869
P4m_4	0.981088421688	0.997600274254	0.968421052632	0.97131316462	0.929806181247	0.925469483568	0.958817473158	0.900550584997	0.8544282321	0.881209310622	0.881744663927	0.895404356908	0.962913464751	0.967740257037	0.9619247626	0.991446513642	0.977327595256	0.981922680159	0.965001172883	0.996219533891	0.997325692455	0.943572765222	0.898660986001	0.975574940523	0.204384268214	0.217709179529	0.34833567745	0.0	0.536348567369	0.543575920934	0.861612072138	0.518917426125	0.850237209899	0.672490857375	0.739130434783	0.663442940039	0.96340347667	0.980070997073	0.974894756984	0.963466347722	0.680988184748	0.895756765787	0.781292059219	0.97900914118	0.963770439243	0.967988359403	0.973280206258	0.973674199193	0.969350360911	0.882512865327	0.901162014158	0.941819990055
P5m_1	0.960950413223	0.96303606675	0.967942326866	0.97101937658	0.937355932203	0.940503432494	0.94738452126	0.863448027382	0.842977357508	0.911979547115	0.956020236088	0.96819599787	0.952986381873	0.963076273869	0.945016864575	0.983965734995	0.974032884585	0.975617038217	0.962952408093	0.993423848614	0.982710092481	0.979359856416	0.867215972112	0.972305449834	0.461293260474	0.426549431696	0.658926342072	0.536348567369	0.0	0.25268432355	0.630293159609	0.38869047619	0.791191297426	0.741364785173	0.649920676891	0.643113085854	0.976556495004	0.983160293745	0.974695407685	0.969113697404	0.533930118394	0.745973645681	0.614902250092	0.96976744186	0.956834532374	0.96333778881	0.969052224371	0.971588262692	0.986962488564	0.83422992628	0.91918073623	0.968625365594
P5m_2	0.966898778888	0.960013788349	0.968043412722	0.97041077775	0.934508153603	0.938679245283	0.949756169647	0.880968858131	0.850969717591	0.884446829443	0.941145210575	0.96171103799	0.946111792926	0.948819513212	0.943855157279	0.981995661605	0.962674797603	0.964280442804	0.956021237607	0.992255652484	0.990390159523	0.977151120752	0.889602446483	0.980919065034	0.489720839645	0.445625511038	0.666036844591	0.543575920934	0.25268432355	0.0	0.742271880819	0.400947339092	0.770825286468	0.727928173038	0.656726533379	0.650013877324	0.979017117615	0.979282371295	0.981585206783	0.977086743044	0.611592632719	0.762917933131	0.683673469388	0.963982330955	0.946825652594	0.971825832419	0.961886836843	0.975745557166	0.977710910509	0.858965617999	0.908249496982	0.947869674185
P5m_3	0.973574749205	0.973936562577	0.977455995838	0.976071015052	0.937979212813	0.941770647653	0.949920508744	0.866007416564	0.933140405149	0.9527842473	0.964862226894	0.976110681447	0.960718917917	0.969401787761	0.966827233451	0.985273870099	0.983802857639	0.984830554061	0.973501125435	0.995370477535	0.978662053057	0.976061776062	0.918002081165	0.979157059854	0.867636867637	0.881533101045	0.831132452981	0.861612072138	0.630293159609	0.742271880819	0.0	0.649406688242	0.879310344828	0.856481481481	0.812335013199	0.87534271614	0.969713358572	0.985864240728	0.984422021597	0.979542395693	0.686254471129	0.58075040783	0.495435684647	0.97039751903	0.953477969134	0.959260251943	0.968371268105	0.972573839662	0.988118264714	0.975152367557	0.962237762238	0.956541019956
P5m_4	0.973342145847	0.968617984309	0.974591943395	0.964501242457	0.904030710173	0.90794557366	0.955525606469	0.868256213376	0.853729977117	0.91922705314	0.951627645363	0.971294155171	0.961860193039	0.965678797124	0.955420369754	0.986597762508	0.967236545545	0.969426490202	0.959123802073	0.992427162453	0.992680695334	0.976002629849	0.84795936241	0.972248233592	0.549340369393	0.561684314208	0.59800176315	0.518917426125	0.38869047619	0.400947339092	0.649406688242	0.0	0.808823529412	0.763496932515	0.673042792349	0.686901960784	0.966970882225	0.986705278399	0.983773151942	0.977921766259	0.523243621111	0.732394366197	0.550497866287	0.971492873218	0.956837209302	0.964617044229	0.972099087353	0.974918566775	0.981085728322	0.895294616363	0.906702898551	0.953782842672
P6m_1	0.94477972239	0.946005027872	0.940294914234	0.954939790237	0.840927769154	0.860230974237	0.692703183706	0.625068478142	0.748791630802	0.743116740088	0.722406390957	0.719959327711	0.910402858083	0.916126741812	0.913160712161	0.977142332584	0.889042871832	0.896755660696	0.871701177426	0.964666652859	0.985964912281	0.947963359969	0.821786183878	0.932182103611	0.871234939759	0.85435125622	0.782350613376	0.850237209899	0.791191297426	0.770825286468	0.879310344828	0.808823529412	0.0	0.216489063376	0.386528273327	0.418743485265	0.940091116173	0.877451992567	0.703907203907	0.686540920716	0.747691433442	0.843056436271	0.812629234929	0.838534822602	0.876269234795	0.830023828435	0.840141796084	0.889780046178	0.910064935065	0.885558983399	0.854286243288	0.849802371542
P6m_2	0.945015576324	0.949387381198	0.941724797827	0.956087824351	0.819838633128	0.831394750386	0.762631470406	0.666169211342	0.763328113297	0.768424036281	0.760355852099	0.759185425995	0.909574723115	0.92485758206	0.918155061888	0.980627953769	0.894684097845	0.901100791194	0.89245890807	0.96431779723	0.987705925744	0.949827341052	0.834441980783	0.935134438068	0.717690677966	0.687843538285	0.663084438241	0.672490857375	0.741364785173	0.727928173038	0.856481481481	0.763496932515	0.216489063376	0.0	0.261406090796	0.432376442735	0.936633189861	0.85788140958	0.740415935856	0.732638888889	0.719764457195	0.817718940937	0.784704479646	0.855102040816	0.876108131772	0.84303918066	0.858817354794	0.904376012966	0.936827956989	0.898621003182	0.882341613711	0.892212108077
P6m_3	0.948204723027	0.950027457441	0.952	0.964509240851	0.783843275369	0.78732155819	0.839253242817	0.754888460479	0.789696328751	0.800205322593	0.84603289792	0.874107984381	0.920754328112	0.93197542213	0.923353601096	0.98383696416	0.920405774483	0.922410235246	0.913990775313	0.977681071998	0.987434554974	0.948791234965	0.868611318873	0.936699857752	0.757496313289	0.752117979291	0.693491952414	0.739130434783	0.649920676891	0.656726533379	0.812335013199	0.673042792349	0.386528273327	0.261406090796	0.0	0.544659300184	0.923644251627	0.836865253898	0.79069927661	0.799755799756	0.633552377271	0.772225973441	0.71460877431	0.873921055184	0.860822060354	0.852331606218	0.869377942502	0.915713013088	0.962888570062	0.906204783386	0.90332326284	0.929459064327
P6m_4	0.928318235526	0.923148579413	0.925999750841	0.942089351696	0.908950914341	0.920376175549	0.859311211138	0.765117908008	0.782285792876	0.820720269206	0.732847533632	0.71617774477	0.893877945153	0.90470122423	0.904047367994	0.970036747385	0.884904622157	0.89546103587	0.904524492085	0.963077825741	0.992239329077	0.96165343779	0.857602401887	0.958344181203	0.682462535439	0.671529044022	0.664957264957	0.663442940039	0.643113085854	0.650013877324	0.87534271614	0.686901960784	0.418743485265	0.432376442735	0.544659300184	0.0	0.954982357951	0.931954707352	0.804033124723	0.782947033721	0.680765668416	0.862188968157	0.821865176388	0.85949203616	0.867215302491	0.833737275812	0.848498272349	0.878090205699	0.964963007058	0.900099593963	0.913289717801	0.939787485242
